1.194389702249389007e+00,1.222473245355464311e+00,1.230758350276828228e+00,1.200108360702259125e+00,1.027220435839746093e+00,1.174990018884737308e+00,1.042700087415048271e-01
1.208647780807669658e+00,1.267526018351211814e+00,1.249968236193171878e+00,1.232221891266252589e+00,1.089008622144930438e+00,1.209474509752647364e+00,8.788638744911130007e-02
1.246663735429337949e+00,1.284235572716473595e+00,1.260595727181271331e+00,1.261391073835831600e+00,1.174495544780829626e+00,1.245476330788748864e+00,5.203089217759817448e-02
1.345496866626228138e+00,1.355417950588847731e+00,1.314180308745380277e+00,1.333522980446230299e+00,1.039351691165118829e+00,1.277593959514361277e+00,1.664633091014300625e-01
1.318156642749583662e+00,1.384824149382061664e+00,1.337399811842629571e+00,1.352048991018915292e+00,1.161215600443887164e+00,1.310729039087415559e+00,1.081000113597325590e-01
1.521335784851820083e+00,1.411263392322136268e+00,1.498615540678846170e+00,1.432396850116159692e+00,1.311007368809568918e+00,1.434923787355705915e+00,1.028506184667489498e-01
1.519412638236601332e+00,1.411263417969196077e+00,1.485076532049901976e+00,1.434147958592209449e+00,1.311782533209428614e+00,1.432336616011467445e+00,9.883594711593400584e-02
1.443535128698193226e+00,1.387938021804361988e+00,1.440112994830267112e+00,1.412332092906195102e+00,1.308691549205398319e+00,1.398521957488882972e+00,6.837117066165963875e-02
1.368933177177231508e+00,1.347228192670758995e+00,1.367861335604432238e+00,1.357611613957795837e+00,1.344066284517354770e+00,1.357140120785514714e+00,1.420355134852945185e-02
1.452872729951672603e+00,1.433152822150246086e+00,1.453504853500539706e+00,1.436437140498761256e+00,1.438576347617413376e+00,1.442908778743726472e+00,1.189971341669373781e-02
1.423362218098982890e+00,1.251314569574641933e+00,1.386867477103415069e+00,1.329833056802395719e+00,1.275973701924695725e+00,1.333470204700826223e+00,8.996810607614334765e-02
1.391193894356665295e+00,1.251314417955131209e+00,1.405718530255668730e+00,1.325656850473406978e+00,1.275401049088997985e+00,1.329856948425974128e+00,8.482758965593677203e-02
1.322342911902546714e+00,1.253369114309837107e+00,1.319342476814544307e+00,1.312800818907672085e+00,1.285239717791997416e+00,1.298619007945319481e+00,3.630656010703729730e-02
1.243242096283515785e+00,1.240406780646362561e+00,1.241121541321397626e+00,1.249710141686493525e+00,1.354154968974648376e+00,1.265727105782483708e+00,6.154746472388551715e-02
1.255128193095492728e+00,1.265761802623958099e+00,1.254109538528505929e+00,1.271833367475865506e+00,1.278687289113082270e+00,1.265104038167380818e+00,1.317887188565013482e-02
1.999509035732421891e+00,1.921622874422926897e+00,1.975703612691068534e+00,1.928589836123906665e+00,1.926338123587596263e+00,1.950352696511583828e+00,4.361201897897071939e-02
1.929148147854601980e+00,1.885824077492607831e+00,1.920465365852682460e+00,1.898165573310287346e+00,1.894223083388915541e+00,1.905565249579818765e+00,2.282163882467599242e-02
1.999159718451746670e+00,1.974247029603888093e+00,1.967030146438116578e+00,1.976476119501526574e+00,1.987277296129791537e+00,1.980838062025014112e+00,1.558614299456259449e-02
2.124037875539009246e+00,2.123870665871605556e+00,2.109426566934454961e+00,2.123802239762169197e+00,2.100995931204596712e+00,2.116426655862367223e+00,1.324064076287088422e-02
2.160708926039340394e+00,2.152866424894058106e+00,2.151653244469887927e+00,2.153469668765824352e+00,2.180114972025344322e+00,2.159762647238891109e+00,1.479658277280871542e-02
1.962151746728342472e+00,1.930038091175654724e+00,1.939354929486158063e+00,1.895072018553589865e+00,1.933051295184139429e+00,1.931933616225576911e+00,2.997937816437107675e-02
1.842506883766523718e+00,1.840749832528776775e+00,1.825657303651186281e+00,1.795822792729376838e+00,1.878281454254892235e+00,1.836603653386151169e+00,3.710466825716936257e-02
1.852399537015107622e+00,1.840808410418625307e+00,1.844356082723260348e+00,1.835642761197004758e+00,1.846057873277460626e+00,1.843852932926291599e+00,7.725190965159716740e-03
1.862123000992063737e+00,1.837744982660701742e+00,1.851685677683490683e+00,1.836210774873565210e+00,1.903770036960268142e+00,1.858306894634017770e+00,3.420965277883042388e-02
1.924091890740327049e+00,1.905269748769749416e+00,1.906638752654843616e+00,1.903521176014462357e+00,1.938432748303427156e+00,1.915590863296561919e+00,1.889576637022001918e-02
1.355236144567776968e+00,1.263588640388857876e+00,1.328811227064936595e+00,1.318384082133300161e+00,1.310526942642605386e+00,1.315309407359495308e+00,4.157167653670176127e-02
1.354772885302802043e+00,1.285753298919965593e+00,1.345966108909113279e+00,1.336904535427959617e+00,1.356237018045369558e+00,1.335926769321041929e+00,3.613009569345835420e-02
1.312994129622028883e+00,1.286395836653695612e+00,1.297295554199139556e+00,1.316308020798341305e+00,1.371142698960877704e+00,1.316827248046816612e+00,4.058118340259618539e-02
1.253117420277771288e+00,1.293936429219828987e+00,1.279752102843767725e+00,1.283517341620326269e+00,1.375404889018525534e+00,1.297145636596043872e+00,5.744477293258691553e-02
1.262387863616737160e+00,1.285363812916926696e+00,1.287797782242362965e+00,1.297446998945227969e+00,1.388518860826973844e+00,1.304303063709645549e+00,6.059813154160666876e-02
1.396692140173967811e+00,1.222647389481474001e+00,1.330367036543395720e+00,1.259954955529874798e+00,1.236817583131786913e+00,1.289295820972099715e+00,9.055996032766286397e-02
1.429580365234990547e+00,1.205971769051540798e+00,1.359028764563766645e+00,1.271869952056022157e+00,1.251773883321375846e+00,1.303644946845539332e+00,1.113479178856539159e-01
1.307398326255224008e+00,1.228703608137113212e+00,1.300846265076200048e+00,1.264791621806381494e+00,1.274884023277540468e+00,1.275324768910491624e+00,3.909139031876430331e-02
1.242195567413500790e+00,1.204733054751662147e+00,1.280035189609288526e+00,1.266092997584308710e+00,1.266872679906380528e+00,1.251985897853028051e+00,3.691769567362648136e-02
1.258649295857923622e+00,1.266861503424566271e+00,1.286203224510427567e+00,1.323841789622698384e+00,1.306829649350944367e+00,1.288477092553311998e+00,3.371740681775469567e-02
